files;accuracy;mean(f1);mean(prec);mean(recall);f1_BU-E-MAIL;f1_BU-NAME-VERSAND;f1_BU-ORT;f1_BU-PLZ;f1_BU-STRASSE;f1_Fällig am;f1_MWSTProzent;f1_NAME;f1_NONE;f1_ProvisionBrutto;f1_ProvisionNetto;f1_ProvisionSteuerfrei;f1_ProvisionSteuern;f1_Rechnungsnr.;f1_Reisedatum;f1_Reisender;f1_ReisepreisBrutto;f1_ReisepreisNetto;f1_Ver-Kdnr;precision_BU-E-MAIL;precision_BU-NAME-VERSAND;precision_BU-ORT;precision_BU-PLZ;precision_BU-STRASSE;precision_Fällig am;precision_MWSTProzent;precision_NAME;precision_NONE;precision_ProvisionBrutto;precision_ProvisionNetto;precision_ProvisionSteuerfrei;precision_ProvisionSteuern;precision_Rechnungsnr.;precision_Reisedatum;precision_Reisender;precision_ReisepreisBrutto;precision_ReisepreisNetto;precision_Ver-Kdnr;recall_BU-E-MAIL;recall_BU-NAME-VERSAND;recall_BU-ORT;recall_BU-PLZ;recall_BU-STRASSE;recall_Fällig am;recall_MWSTProzent;recall_NAME;recall_NONE;recall_ProvisionBrutto;recall_ProvisionNetto;recall_ProvisionSteuerfrei;recall_ProvisionSteuern;recall_Rechnungsnr.;recall_Reisedatum;recall_Reisender;recall_ReisepreisBrutto;recall_ReisepreisNetto;recall_Ver-Kdnr
00000005592103;0.9080459770114943;0.781544901065449;0.7083333333333334;0.9913419913419913;-1.0;1.0;0.4;1.0;1.0;-1.0;0.5;0.4;0.9452054794520548;0.6666666666666666;0.8;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;0.6666666666666666;-1.0;1.0;0.25;1.0;1.0;-1.0;0.3333333333333333;0.25;1.0;0.5;0.6666666666666666;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;0.5;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;1.0;0.8961038961038961;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
07010000446170;0.9326923076923077;0.7066488116145649;0.6468591140159767;0.8277210884353741;-1.0;0.8;0.6666666666666666;1.0;0.7499999999999999;-1.0;1.0;0.0;0.9631190727081138;0.0;0.8;-1.0;1.0;-1.0;-1.0;-1.0;0.5;-1.0;1.0;-1.0;0.6666666666666666;0.5;1.0;0.6;-1.0;1.0;0.0;0.9956427015250545;0.0;0.6666666666666666;-1.0;1.0;-1.0;-1.0;-1.0;0.3333333333333333;-1.0;1.0;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;0.0;0.9326530612244898;0.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
07010000455092;0.7857142857142857;0.38949553001277143;0.32569444444444445;0.6494845360824743;-1.0;0.0;0.2222222222222222;1.0;0.5;-1.0;0.4;0.0;0.8850574712643678;0.0;0.6666666666666666;-1.0;0.0;-1.0;-1.0;-1.0;0.33333333333333337;-1.0;0.6666666666666666;-1.0;0.0;0.125;1.0;0.3333333333333333;-1.0;0.25;0.0;1.0;0.0;0.5;-1.0;0.0;-1.0;-1.0;-1.0;0.2;-1.0;0.5;-1.0;0.0;1.0;1.0;1.0;-1.0;1.0;0.0;0.7938144329896907;0.0;1.0;-1.0;0.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
07010000447185;0.9283018867924528;0.4915114224102988;0.42013888888888884;0.6605971128608924;-1.0;0.8571428571428571;0.6666666666666666;0.6666666666666666;0.5454545454545454;-1.0;0.0;0.0;0.9622063329928499;0.0;0.8;-1.0;1.0;-1.0;-1.0;-1.0;0.4;-1.0;0.0;-1.0;0.75;0.5;0.5;0.375;-1.0;0.0;0.0;1.0;0.0;0.6666666666666666;-1.0;1.0;-1.0;-1.0;-1.0;0.25;-1.0;0.0;-1.0;1.0;1.0;1.0;1.0;-1.0;0.0;0.0;0.9271653543307087;0.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;0.0
07010000446190;0.9143426294820717;0.41604517439658445;0.35147278150633854;0.5771929824561404;-1.0;0.8;0.6666666666666666;1.0;0.5714285714285715;-1.0;0.5;0.0;0.9544468546637744;0.0;0.0;-1.0;0.0;-1.0;-1.0;-1.0;0.5;-1.0;0.0;-1.0;0.6666666666666666;0.5;1.0;0.4;-1.0;0.3333333333333333;0.0;0.9843400447427293;0.0;0.0;-1.0;0.0;-1.0;-1.0;-1.0;0.3333333333333333;-1.0;0.0;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;0.0;0.9263157894736842;0.0;0.0;-1.0;0.0;-1.0;-1.0;-1.0;1.0;-1.0;0.0
00000005592118;0.9032967032967033;0.6017877184543852;0.4954184704184705;0.8808496732026142;-1.0;0.7272727272727273;0.16666666666666669;1.0;0.22222222222222224;-1.0;0.6666666666666666;0.6666666666666666;0.9481481481481482;0.2857142857142857;0.5714285714285715;-1.0;0.6666666666666666;-1.0;-1.0;-1.0;0.5;-1.0;0.8;-1.0;0.5714285714285714;0.1;1.0;0.14285714285714285;-1.0;0.5;0.5;0.9974025974025974;0.16666666666666666;0.4;-1.0;0.5;-1.0;-1.0;-1.0;0.4;-1.0;0.6666666666666666;-1.0;1.0;0.5;1.0;0.5;-1.0;1.0;1.0;0.9035294117647059;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;1.0
00000005568973;0.8364312267657993;0.5161461702409978;0.45821223638125047;0.7367197875166003;-1.0;0.5714285714285715;0.33333333333333337;1.0;0.4444444444444445;-1.0;1.0;0.3636363636363636;0.9094827586206896;0.0;0.0;-1.0;0.0;-1.0;-1.0;-1.0;0.5714285714285715;-1.0;1.0;-1.0;0.4;0.2;1.0;0.2857142857142857;-1.0;1.0;0.2222222222222222;0.9906103286384976;0.0;0.0;-1.0;0.0;-1.0;-1.0;-1.0;0.4;-1.0;1.0;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;1.0;0.8406374501992032;0.0;0.0;-1.0;0.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
00000005558155;0.8781725888324873;0.709590339597758;0.6322106690777577;0.9689245810055865;-1.0;0.6666666666666666;0.33333333333333337;1.0;0.6;-1.0;0.25;0.4;0.9317507418397626;1.0;1.0;-1.0;0.6666666666666666;-1.0;-1.0;-1.0;1.0;-1.0;0.6666666666666666;-1.0;0.5;0.2;1.0;0.5;-1.0;0.14285714285714285;0.25;0.9936708860759493;1.0;1.0;-1.0;0.5;-1.0;-1.0;-1.0;1.0;-1.0;0.5;-1.0;1.0;1.0;1.0;0.75;-1.0;1.0;1.0;0.8770949720670391;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
07010000450370;0.839622641509434;0.5572239063618375;0.4996745869445256;0.7480105105105105;-1.0;0.28571428571428575;0.25;0.6666666666666666;0.7499999999999999;-1.0;0.6666666666666666;0.15384615384615383;0.9137931034482759;0.6666666666666666;0.6666666666666666;-1.0;1.0;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;0.0;-1.0;0.5;0.14285714285714285;0.5;0.6;-1.0;0.5;0.1111111111111111;0.9754601226993865;0.5;0.6666666666666666;-1.0;1.0;-1.0;-1.0;-1.0;0.5;-1.0;0.0;-1.0;0.2;1.0;1.0;1.0;-1.0;1.0;0.25;0.8594594594594595;1.0;0.6666666666666666;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;0.0
00000005590297;0.7717391304347826;0.5225444764035369;0.4640055131467345;0.6615934797072521;-1.0;1.0;0.6666666666666666;1.0;0.5;-1.0;0.6666666666666666;0.0;0.8657718120805369;0.0;0.3333333333333333;-1.0;0.0;-1.0;-1.0;-1.0;0.5714285714285715;-1.0;0.6666666666666666;-1.0;1.0;0.5;1.0;0.3333333333333333;-1.0;0.5;0.0;0.9847328244274809;0.0;0.25;-1.0;0.0;-1.0;-1.0;-1.0;0.5;-1.0;0.5;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;0.0;0.7724550898203593;0.0;0.5;-1.0;0.0;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;1.0
00000005571479;0.8535564853556485;0.5967278058518934;0.528601807549176;0.8004336349924586;-1.0;0.5;0.6666666666666666;1.0;0.3076923076923077;-1.0;0.6666666666666666;0.6;0.9197080291970803;0.0;0.0;-1.0;0.5;-1.0;-1.0;-1.0;1.0;-1.0;1.0;-1.0;0.3333333333333333;0.5;1.0;0.18181818181818182;-1.0;0.5;0.5;0.9947368421052631;0.0;0.0;-1.0;0.3333333333333333;-1.0;-1.0;-1.0;1.0;-1.0;1.0;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;0.75;0.8552036199095022;0.0;0.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
00000005557006;0.7803617571059431;0.3809491199321708;0.31585038986354774;0.7314560439560439;-1.0;0.2222222222222222;0.2857142857142857;1.0;0.1818181818181818;-1.0;0.33333333333333337;0.14285714285714285;0.8721109399075502;0.0;0.6666666666666666;-1.0;0.0;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;0.19999999999999998;-1.0;0.125;0.16666666666666666;1.0;0.1111111111111111;-1.0;0.2;0.08333333333333333;0.9929824561403509;0.0;0.5;-1.0;0.0;-1.0;-1.0;-1.0;0.5;-1.0;0.1111111111111111;-1.0;1.0;1.0;1.0;0.5;-1.0;1.0;0.5;0.7774725274725275;0.0;1.0;-1.0;0.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
00000005587947;0.8821656050955414;0.5357614694750973;0.4725487824544428;0.7824074074074074;-1.0;0.5;1.0;1.0;0.0;-1.0;0.4;0.47058823529411764;0.9395017793594306;0.0;0.2857142857142857;-1.0;0.33333333333333337;-1.0;-1.0;-1.0;0.5;-1.0;1.0;-1.0;0.3333333333333333;1.0;1.0;0.0;-1.0;0.3333333333333333;0.3076923076923077;0.9962264150943396;0.0;0.16666666666666666;-1.0;0.2;-1.0;-1.0;-1.0;0.3333333333333333;-1.0;1.0;-1.0;1.0;1.0;1.0;0.0;-1.0;0.5;1.0;0.8888888888888888;0.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
07010000416953;0.911340206185567;0.4670814074312947;0.40277777777777773;0.7007902298850576;-1.0;0.2857142857142857;0.4;1.0;1.0;-1.0;0.5;0.0;0.9525959367945824;0.0;0.4;-1.0;0.4;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;0.0;-1.0;0.16666666666666666;0.25;1.0;1.0;-1.0;0.3333333333333333;0.0;1.0;0.0;0.3333333333333333;-1.0;0.25;-1.0;-1.0;-1.0;0.5;-1.0;0.0;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;0.0;0.9094827586206896;0.0;0.5;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;0.0
00000005556171;0.7874015748031497;0.3317971082822568;0.3194444444444444;0.4072420634920635;-1.0;0.0;0.0;0.6666666666666666;0.5;-1.0;0.6666666666666666;0.0;0.8910891089108911;0.0;0.8571428571428571;-1.0;0.0;-1.0;-1.0;-1.0;0.4;-1.0;0.0;-1.0;0.0;0.0;0.5;0.3333333333333333;-1.0;0.5;0.0;1.0;0.0;1.0;-1.0;0.0;-1.0;-1.0;-1.0;0.5;-1.0;0.0;-1.0;0.0;0.0;1.0;1.0;-1.0;1.0;0.0;0.8035714285714286;0.0;0.75;-1.0;0.0;-1.0;-1.0;-1.0;0.3333333333333333;-1.0;0.0
00000005558864;0.9193548387096774;0.5991874527588814;0.5644953051643192;0.785453216374269;-1.0;0.6666666666666666;0.33333333333333337;1.0;1.0;-1.0;0.0;0.0;0.9569160997732427;1.0;0.6666666666666666;-1.0;0.4;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;0.5;-1.0;0.5;0.2;1.0;1.0;-1.0;0.0;0.0;0.9906103286384976;1.0;1.0;-1.0;0.25;-1.0;-1.0;-1.0;0.5;-1.0;0.3333333333333333;-1.0;1.0;1.0;1.0;1.0;-1.0;0.0;0.0;0.9254385964912281;1.0;0.5;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
00000005557238;0.7035398230088495;0.14859367587562314;0.13089253976111467;0.4621062493669604;-1.0;0.0;0.11764705882352941;0.5;0.08333333333333334;-1.0;0.022727272727272724;0.07692307692307691;0.8286472148541114;0.0;0.0;-1.0;0.0;-1.0;-1.0;-1.0;0.15384615384615385;-1.0;0.0;-1.0;0.0;0.0625;0.3333333333333333;0.045454545454545456;-1.0;0.011494252873563218;0.043478260869565216;0.9911167512690355;0.0;0.0;-1.0;0.0;-1.0;-1.0;-1.0;0.08333333333333333;-1.0;0.0;-1.0;0.0;1.0;1.0;0.5;-1.0;1.0;0.3333333333333333;0.7119416590701915;0.0;0.0;-1.0;0.0;-1.0;-1.0;-1.0;1.0;-1.0;0.0
00000005535396;0.826271186440678;0.48601851851851846;0.4127390710382513;0.7365591397849461;-1.0;0.8;0.5;0.6666666666666666;0.3333333333333333;-1.0;0.6666666666666666;0.0;0.91;0.4;0.5;-1.0;0.3333333333333333;-1.0;-1.0;-1.0;0.2222222222222222;-1.0;0.5;-1.0;0.6666666666666666;0.3333333333333333;0.5;0.3333333333333333;-1.0;0.6666666666666666;0.0;0.994535519125683;0.25;0.5;-1.0;0.25;-1.0;-1.0;-1.0;0.125;-1.0;0.3333333333333333;-1.0;1.0;1.0;1.0;0.3333333333333333;-1.0;0.6666666666666666;0.0;0.8387096774193549;1.0;0.5;-1.0;0.5;-1.0;-1.0;-1.0;1.0;-1.0;1.0
07010000451605;0.9005847953216374;0.45960798460798474;0.3851362222945367;0.700085910652921;-1.0;0.9090909090909091;0.4;1.0;0.22222222222222224;-1.0;0.0;0.0;0.9458874458874459;0.0;0.5714285714285715;-1.0;0.4;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;0.4;-1.0;0.8333333333333334;0.25;1.0;0.14285714285714285;-1.0;0.0;0.0;0.9954441913439636;0.0;0.4;-1.0;0.25;-1.0;-1.0;-1.0;0.5;-1.0;0.25;-1.0;1.0;1.0;1.0;0.5;-1.0;0.0;0.0;0.9010309278350516;0.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
00000005568932;0.8614718614718615;0.5991452991452991;0.5416666666666666;0.7380952380952381;-1.0;0.8;0.5;1.0;0.6666666666666666;-1.0;1.0;0.5;0.923076923076923;0.0;0.0;-1.0;0.0;-1.0;-1.0;-1.0;0.8;-1.0;1.0;-1.0;0.6666666666666666;0.3333333333333333;1.0;0.5;-1.0;1.0;0.3333333333333333;1.0;0.0;0.0;-1.0;0.0;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;1.0;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;1.0;0.8571428571428571;0.0;0.0;-1.0;0.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
00000005558844;0.9014084507042254;0.5956492637215528;0.5513888888888888;0.7417302798982188;-1.0;0.6666666666666666;0.4;1.0;0.8;-1.0;0.0;0.0;0.9477911646586346;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.33333333333333337;-1.0;0.0;-1.0;0.5;0.25;1.0;0.6666666666666666;-1.0;0.0;0.0;1.0;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.2;-1.0;0.0;-1.0;1.0;1.0;1.0;1.0;-1.0;0.0;0.0;0.9007633587786259;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;0.0
00000005558874;0.9105263157894737;0.8251984126984127;0.7847222222222222;0.9642857142857143;-1.0;0.8;0.2857142857142857;1.0;0.8;-1.0;0.4;0.6666666666666666;0.9500000000000001;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0;-1.0;0.6666666666666666;0.16666666666666666;1.0;0.6666666666666666;-1.0;0.25;0.6666666666666666;1.0;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;0.6666666666666666;0.9047619047619048;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
00000005558129;0.9020501138952164;0.6480032887009631;0.5296296296296296;0.9636437908496731;-1.0;0.888888888888889;0.3636363636363636;1.0;0.6666666666666666;-1.0;0.4;0.6666666666666666;0.9457364341085273;0.4;0.4444444444444444;-1.0;0.6666666666666666;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;0.6666666666666666;-1.0;0.8;0.2222222222222222;1.0;0.5;-1.0;0.25;0.5;1.0;0.25;0.3333333333333333;-1.0;0.5;-1.0;-1.0;-1.0;0.5;-1.0;0.5;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;1.0;0.8970588235294118;1.0;0.6666666666666666;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
07010000414361;0.743801652892562;0.660040293040293;0.6016433747412009;0.955848623853211;-1.0;0.8333333333333333;0.13333333333333333;1.0;0.6;-1.0;0.5;0.23076923076923078;0.8373333333333334;1.0;0.5;-1.0;1.0;-1.0;-1.0;-1.0;0.2857142857142857;-1.0;1.0;-1.0;0.7142857142857143;0.07142857142857142;1.0;0.42857142857142855;-1.0;0.375;0.13043478260869565;1.0;1.0;0.3333333333333333;-1.0;1.0;-1.0;-1.0;-1.0;0.16666666666666666;-1.0;1.0;-1.0;1.0;1.0;1.0;1.0;-1.0;0.75;1.0;0.7201834862385321;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
00000005558839;0.920814479638009;0.7104466911428937;0.6354549431321085;0.9159060038033143;-1.0;0.5;0.4000000000000001;1.0;0.36363636363636365;-1.0;0.4;0.6666666666666666;0.9569620253164558;1.0;0.5714285714285715;-1.0;1.0;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;1.0;-1.0;0.3333333333333333;0.4;1.0;0.25;-1.0;0.25;0.5;0.9921259842519685;1.0;0.4;-1.0;1.0;-1.0;-1.0;-1.0;0.5;-1.0;1.0;-1.0;1.0;0.4;1.0;0.6666666666666666;-1.0;1.0;1.0;0.9242053789731052;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
07010000427620;0.8314814814814815;0.44441308311171324;0.36419366074538484;0.7363813229571985;-1.0;0.3076923076923077;0.33333333333333337;1.0;0.5;-1.0;0.2857142857142857;0.0;0.9062170706006323;0.0;0.0;-1.0;0.6666666666666666;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;0.6666666666666666;-1.0;0.18181818181818182;0.2;1.0;0.3333333333333333;-1.0;0.16666666666666666;0.0;0.9885057471264368;0.0;0.0;-1.0;0.5;-1.0;-1.0;-1.0;0.5;-1.0;0.5;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;0.0;0.8365758754863813;0.0;0.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
00000005558881;0.9095744680851063;0.7606527053979284;0.6909722222222223;0.9641414141414142;-1.0;0.8;0.4;0.6666666666666666;0.5454545454545454;-1.0;0.5;0.8;0.9490445859872612;0.6666666666666666;1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.8;-1.0;1.0;-1.0;0.6666666666666666;0.25;0.5;0.375;-1.0;0.3333333333333333;1.0;1.0;0.5;1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;1.0;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;0.6666666666666666;0.9030303030303031;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
00000005592255;0.918918918918919;0.8683281412253375;0.8194444444444443;0.9925595238095237;-1.0;0.6666666666666666;0.5;1.0;0.8;-1.0;1.0;0.5;0.9532710280373832;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0;-1.0;0.5;0.3333333333333333;1.0;0.6666666666666666;-1.0;1.0;0.3333333333333333;1.0;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;1.0;0.9107142857142857;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
00000005558415;0.9;0.7105400696864111;0.638888888888889;0.9073464912280702;-1.0;0.6666666666666666;0.2857142857142857;1.0;0.6666666666666666;-1.0;0.5;0.0;0.9407665505226481;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.8;-1.0;0.6666666666666666;-1.0;0.5;0.16666666666666666;1.0;0.5;-1.0;0.3333333333333333;0.0;1.0;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;0.5;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;0.0;0.8881578947368421;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
07010000449537;0.8075117370892019;0.5000084791751459;0.5321969696969696;0.6376655152561889;-1.0;0.75;0.6666666666666666;1.0;0.5;-1.0;0.2857142857142857;0.23076923076923075;0.9002849002849003;0.0;0.5;-1.0;0.5;-1.0;-1.0;-1.0;0.6666666666666666;-1.0;0.0;-1.0;0.75;0.5;1.0;0.3333333333333333;-1.0;0.16666666666666666;0.13636363636363635;1.0;0.0;0.5;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;0.0;-1.0;0.75;1.0;1.0;1.0;-1.0;1.0;0.75;0.8186528497409327;0.0;0.5;-1.0;0.3333333333333333;-1.0;-1.0;-1.0;0.5;-1.0;0.0
00000005558027;0.9388235294117647;0.7475874466409715;0.6735855094726063;0.9187464749012971;-1.0;0.888888888888889;0.4444444444444445;1.0;0.28571428571428575;-1.0;0.5;0.6666666666666666;0.9686684073107049;1.0;0.8;-1.0;0.6666666666666666;-1.0;-1.0;-1.0;0.75;-1.0;1.0;-1.0;0.8;0.2857142857142857;1.0;0.25;-1.0;0.3333333333333333;0.5;0.9973118279569892;1.0;0.6666666666666666;-1.0;0.5;-1.0;-1.0;-1.0;0.75;-1.0;1.0;-1.0;1.0;1.0;1.0;0.3333333333333333;-1.0;1.0;1.0;0.9416243654822335;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.75;-1.0;1.0
00000005568964;0.8774703557312253;0.6035774410774412;0.5025716597318538;0.9063390313390314;-1.0;0.8;0.5;1.0;0.4444444444444445;-1.0;0.5;0.6666666666666666;0.9318181818181818;0.0;0.5;-1.0;0.5;-1.0;-1.0;-1.0;0.4;-1.0;1.0;-1.0;0.6666666666666666;0.3333333333333333;1.0;0.2857142857142857;-1.0;0.3333333333333333;0.5;0.9951456310679612;0.0;0.3333333333333333;-1.0;0.3333333333333333;-1.0;-1.0;-1.0;0.25;-1.0;1.0;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;1.0;0.8760683760683761;0.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
00000005558858;0.9151515151515152;0.815247801758593;0.7515339966832504;0.9930555555555555;-1.0;1.0;0.33333333333333337;1.0;1.0;-1.0;0.5;0.6666666666666666;0.949640287769784;0.6666666666666666;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;0.6666666666666666;-1.0;1.0;0.2;1.0;1.0;-1.0;0.3333333333333333;0.5;0.9850746268656716;0.5;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;0.5;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;1.0;0.9166666666666666;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
07010000412720;0.8121645796064401;0.33009324983009186;0.2499627976190476;0.6933641975308641;-1.0;0.3333333333333333;0.0;0.5;0.2;-1.0;0.2857142857142857;0.11111111111111112;0.896761133603239;0.5;0.6666666666666666;-1.0;0.18181818181818182;-1.0;-1.0;-1.0;0.2857142857142857;-1.0;0.0;-1.0;0.21428571428571427;0.0;0.3333333333333333;0.125;-1.0;0.16666666666666666;0.07142857142857142;0.9888392857142857;0.3333333333333333;0.5;-1.0;0.1;-1.0;-1.0;-1.0;0.16666666666666666;-1.0;0.0;-1.0;0.75;0.0;1.0;0.5;-1.0;1.0;0.25;0.8203703703703704;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;0.0
00000005587138;0.8632478632478633;0.8184907480487591;0.7833333333333333;0.9039115646258503;-1.0;1.0;1.0;0.6666666666666666;1.0;-1.0;0.6666666666666666;0.5714285714285715;0.9171270718232044;0.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0;-1.0;1.0;1.0;0.5;1.0;-1.0;0.5;0.4;1.0;0.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;1.0;0.8469387755102041;0.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
00000005592165;0.9322916666666666;0.7983534707415304;0.7638888888888888;0.9104406130268199;-1.0;0.6666666666666666;0.2857142857142857;1.0;1.0;-1.0;0.6666666666666666;0.0;0.9611940298507463;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0;-1.0;0.5;0.16666666666666666;1.0;1.0;-1.0;0.5;0.0;1.0;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0;-1.0;1.0;1.0;1.0;1.0;-1.0;1.0;0.0;0.9252873563218391;1.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
07010000423001;0.900390625;0.5482781377489802;0.4936868686868687;0.7970173041894353;-1.0;0.16666666666666669;0.5;1.0;0.8;-1.0;0.6666666666666666;0.0;0.9460043196544278;0.0;0.5;-1.0;0.5;-1.0;-1.0;-1.0;0.5;-1.0;1.0;-1.0;0.09090909090909091;0.3333333333333333;1.0;1.0;-1.0;0.5;0.0;1.0;0.0;0.3333333333333333;-1.0;0.3333333333333333;-1.0;-1.0;-1.0;0.3333333333333333;-1.0;1.0;-1.0;1.0;1.0;1.0;0.6666666666666666;-1.0;1.0;0.0;0.8975409836065574;0.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
07010000450155;0.939453125;0.565456802956803;0.49583333333333335;0.7866263440860215;-1.0;0.4;0.33333333333333337;1.0;0.25;-1.0;0.6666666666666666;0.0;0.9688149688149689;0.0;1.0;-1.0;0.6666666666666666;-1.0;-1.0;-1.0;0.5;-1.0;1.0;-1.0;0.25;0.2;1.0;0.16666666666666666;-1.0;0.5;0.0;1.0;0.0;1.0;-1.0;0.5;-1.0;-1.0;-1.0;0.3333333333333333;-1.0;1.0;-1.0;1.0;1.0;1.0;0.5;-1.0;1.0;0.0;0.9395161290322581;0.0;1.0;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
07010000451304;0.8709677419354839;0.5067645074224021;0.4629094900371496;0.6712247962247962;-1.0;0.0;0.25;1.0;0.5;-1.0;0.6666666666666666;0.0;0.9311740890688259;0.0;0.4;-1.0;1.0;-1.0;-1.0;-1.0;0.33333333333333337;-1.0;1.0;-1.0;0.0;0.14285714285714285;1.0;0.4;-1.0;0.5;0.0;0.9787234042553191;0.0;0.3333333333333333;-1.0;1.0;-1.0;-1.0;-1.0;0.2;-1.0;1.0;-1.0;0.0;1.0;1.0;0.6666666666666666;-1.0;1.0;0.0;0.888030888030888;0.0;0.5;-1.0;1.0;-1.0;-1.0;-1.0;1.0;-1.0;1.0
